Target,V,U,B,R,I,J,H,K,L,M,N,eV,eU,eB,eR,eI,eJ,eH,eK,eL,eM,eN,ObsDate
HD 6619,6.61,10.03,9.92,--,--,7.36,6.86,6.63,6.18,5.83,2.4,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 66194,5.81,--,--,--,--,5.88,5.03,4.81,4.68,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 66552,6.15,10.68,10.88,--,--,7.17,5.1,3.46,1.81,0.92,-1.02,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 66811,2.25,--,--,--,--,10.75,9.73,8.42,7.11,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 66875,5.99,--,--,--,--,9.27,7.85,6.76,5.41,5.18,3.2,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 67190,8.52,--,--,--,--,2.27,--,1.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 67228,5.3,--,--,--,--,3.36,2.13,1.51,0.87,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 67390,9.08,6.15,5.11,3.23,2.69,2.21,1.62,1.51,1.43,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 67507,8.45,--,--,--,--,8.95,7.4,5.95,4.17,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 6751,10.2,11.32,11.6,--,--,9.4,9.26,8.94,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 67523,2.81,5.63,4.77,3.05,2.52,2.1,1.64,1.49,1.42,1.53,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 6755,7.68,--,11.09,--,--,1.43,0.31,-0.36,-0.83,-0.34,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 67594,4.33,8.79,9.05,--,--,--,6.61,6.43,6.23,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 67728,7.54,--,--,--,--,5.87,5.36,5.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 68017,6.81,8.03,7.72,--,--,5.54,4.94,4.77,4.7,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 6805,3.44,5.7,5.95,--,--,5.92,5.98,5.93,5.97,5.61,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 6811,4.25,9.49,7.61,--,--,2.8,--,1.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 6816,10.1,9.01,7.1,--,--,2.79,--,1.78,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 68273,1.83,2.99,3,2.98,2.98,2.92,--,2.91,--,2.9,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 68290,4.72,--,--,--,--,2.72,1.94,1.62,1.21,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 6833,6.74,3.07,3.34,3.46,3.55,3.64,3.64,3.65,3.62,3.68,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 68450,6.44,5.65,4.51,2.44,1.85,1.37,0.72,0.6,0.52,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 68468,8.3,9.94,7.96,--,--,3.14,--,2.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 68553,4.42,8.06,7.69,--,--,0.46,-0.36,-0.83,-1.3,-1.41,-2.41,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 6860,2.05,5.88,5.84,--,--,5.01,4.86,4.85,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 68601,4.75,4.79,5.43,5.5,5.51,5.4,5.35,5.3,5.12,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 68752,4.99,8.96,7.86,--,--,4.67,4.18,4.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 68775,9.2,3.46,3.22,2.54,2.3,2.11,1.89,1.85,1.76,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 68860,6.53,9.76,9.05,--,--,5.68,5.22,5.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 68951,5.98,6.84,7.03,--,--,--,6.55,6.57,6.47,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 68980,4.77,5.03,5.47,--,--,5.07,5.07,5.05,5.02,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 69068,11.1,--,--,--,--,5.96,5.49,5.34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 69106,6.9,--,6.95,--,--,2.9,--,1.99,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 69142,4.44,5.98,5.96,--,--,5.79,--,5.72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 69190,9,--,--,--,--,4.19,3.28,2.92,2.6,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 69213,6.7,4.67,5.08,--,--,5.48,5.43,5.42,5.42,5.06,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 69243,8.64,6.69,6.58,--,--,6.2,6.15,6.13,6.1,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 69267,3.54,--,--,--,--,4.41,3.48,3.01,2.56,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 693,4.89,4.85,4.07,2.37,1.86,1.43,--,0.8,0.77,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 69464,8.8,--,--,--,--,3.2,1.77,0.82,-0.84,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 6961,4.34,6.2,6.27,--,--,6.55,5.75,4.65,2.71,0.8,-0.45,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 69882,7.17,--,--,--,--,2.74,1.63,1.17,0.52,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 70011,5.98,9.55,7.52,--,--,2.57,--,1.44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 70060,4.45,--,--,--,--,3.36,2.51,2.1,1.65,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 70072,12.2,4.18,4.72,4.76,4.83,4.91,--,4.98,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 70272,4.25,--,--,--,--,13.53,13.1,13.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 70276,7.5,--,--,--,--,1.58,0.61,0.18,-0.17,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 70309 A,6.44,11.77,10.62,--,--,--,9.4,8.75,8.24,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 70309B,11.28,5.9,6.66,--,--,7.25,7.29,7.36,7.33,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 70555,4.83,--,--,--,--,10.06,10.21,9.35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 70734,6.08,6.87,5.64,3.51,2.93,2.36,1.73,1.67,1.52,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 70930,4.82,--,--,--,--,3.62,2.41,1.76,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 70946,6.32,5.47,4.73,3.13,2.66,2.21,--,1.64,1.58,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 70958,5.61,9.06,7.49,4.94,4.11,3.5,--,2.51,2.44,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 71072,6.85,13.53,9.2,5.05,3.67,2.65,--,1.06,0.55,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 71093,5.57,--,--,--,--,--,--,7.8,6.6,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 71155,3.9,--,--,--,--,7.87,7.37,7.3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 7122,6.84,7.15,5.7,3.55,2.97,2.45,--,1.76,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 71250,5.5,--,--,--,--,5.96,5.08,4.68,4.3,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 71304,8.45,6.23,6.61,--,--,6.43,6.27,6.26,6.31,6.47,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 71369,3.42,--,--,--,--,3.64,2.53,1.96,1.35,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 71458,7.72,10.01,9.67,8.18,7.66,7.28,6.8,6.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 71510 A,5.17,7.2,6.99,--,--,5.13,4.82,4.75,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 71510B,9.51,7.22,7.11,--,--,5.38,5.05,4.97,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 71510C,10.77,--,--,--,--,3.88,2.95,2.14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 7160,9.8,10.75,9.39,6.54,5.6,--,--,3.96,3.73,3.66,3.66,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 71887,7,--,--,--,--,11.04,10.73,10.37,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 7235,10.6,5.65,6.16,--,--,6.46,6.46,6.51,6.54,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 72863,8.5,4.29,4.15,3.74,3.64,3.5,3.4,3.36,3.35,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 72905,5.64,4.18,4.71,4.34,4.21,3.9,3.42,2.51,1.26,0.75,-0.84,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 72968,5.72,--,--,--,--,7.51,6.59,6.25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 73108,4.61,3.52,3.91,--,--,4.16,4.2,4.22,4.18,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 73155,5.01,--,--,--,--,6.63,6.45,6.42,6.3,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 7318,4.66,9.5,7.49,--,--,2.79,--,1.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 73343,8.67,8.77,8.14,6.25,5.8,5.52,5.29,5.12,5.02,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 73471,4.43,4.67,4.61,4.55,4.58,4.53,4.49,4.52,--,4.6,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 73495,5.27,--,--,--,--,7.53,6.58,6.23,5.56,6.1,3.59,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 73524,6.55,8.53,6.86,--,--,2.95,--,2.08,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 73634,4.14,6.35,5.93,--,--,3.92,3.59,3.53,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 73665,6.39,3.72,3.68,3.11,2.95,2.72,2.55,2.54,2.51,2.5,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 73678,7.68,8.14,8.77,--,--,0.76,-0.35,-0.7,-1.07,-1.49,-2.7,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 73710,6.44,6.95,6.14,--,--,3.44,2.94,2.83,2.76,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 73857,7.18,--,8.81,--,--,--,--,0.2,-0.02,0.03,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 73882,7.19,--,--,--,--,9.27,8.51,7.35,6.08,5.2,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 74000,9.66,--,7.36,--,--,--,--,6.77,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 74146 A,5.19,5.71,5.31,4.21,3.77,3.25,3,2.92,2.73,2.76,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 74146B,8.66,9.29,7.39,4.69,3.65,2.97,--,1.99,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 74180,3.81,4.6,5.03,--,--,5.34,--,5.43,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 74194,7.55,8.25,8.08,5.74,4.79,4.13,--,3.46,3.13,3.11,3.14,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 74196,5.61,5.46,6.2,--,--,6.42,6.44,6.15,6.1,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 7424,10.06,9.48,7.77,--,--,4.01,--,3.13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 74272,4.77,7.77,5.95,3.24,2.27,1.53,--,0.52,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 74280,4.3,8.41,7.71,--,--,4.42,3.99,3.86,3.74,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 74405,5.2,--,--,--,--,3.62,2.58,1.92,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 74442,3.94,8.83,6.78,--,--,1.49,--,0.36,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 74521,5.66,4.83,4.21,2.21,1.55,0.94,0.21,0.14,-0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 74575,3.68,4.69,5.01,--,--,5.23,5.14,5.2,5.16,5.32,4.71,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 74721,8.72,--,--,--,--,6.81,6.19,5.96,5.53,4.01,3.5,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 74738,6.57,--,--,--,--,1.83,0.92,0.56,0.22,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 74753,5.16,--,--,--,--,--,1.41,1.02,0.55,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 74874,3.38,8.27,8.12,--,--,6.27,5.9,5.84,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 74918,4.32,13.85,9.48,--,--,2.56,1.4,0.8,0.37,0.78,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 75021,7.17,7.22,7.22,6.14,5.79,5.58,5.29,5.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 75063,3.91,6.87,5.63,3.55,2.94,2.54,2.01,1.81,1.67,1.85,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 75156,6.61,9.37,7.6,--,--,1.71,--,0.51,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 75211,7.5,4.48,4.91,5.01,5.1,5.21,--,5.25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 75222,7.42,9.84,7.86,--,--,3.5,--,2.54,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 75223,7.2,5.86,5.49,4.04,3.63,3.32,--,2.78,2.53,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 75289,6.36,13.62,11.84,--,--,5.57,4.91,4.61,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 75311,4.49,8.94,9.02,7.65,7.1,6.55,6.33,6.24,6.09,5.77,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 75333,5.31,3.84,4.28,4.34,4.42,4.47,--,4.5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 7561,6.84,4.09,4.96,4.9,4.94,5.03,5.03,5.06,5.02,5.01,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 75691,4.01,4.83,4.86,4.13,3.92,3.75,--,3.52,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 7570,4.96,5.84,6.34,--,--,--,6.76,6.79,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 75716,6.23,--,--,--,--,2.31,1.18,1.27,0.75,0.64,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 75732,5.95,--,--,--,--,2.54,1.66,1.27,0.48,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 75759,6,12.88,10.73,--,--,5.49,4.69,4.37,3.77,3.78,3.59,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 75821,5.12,8.18,7.46,--,--,4.78,4.23,4.15,4.12,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 75860,7.58,15.78,14.08,--,--,9.36,8.59,8.37,8.52,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 76011,7.2,--,--,--,--,12.16,11.33,11.59,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 76151,6,4.6,5.2,--,--,5.2,5.2,5.24,5.23,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 76181,9,--,--,--,--,4.63,3.74,3.4,3.02,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 76221,6.4,5.1,5.32,--,--,5.48,--,5.48,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 76294,3.1,5.59,5.16,3.79,3.4,3.06,2.7,2.61,2.56,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 7636,6.61,6.41,6.99,6.18,5.92,5.64,5.61,5.63,5.57,5.86,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 76400,6.7,--,--,--,--,5.82,4.91,4.46,3.89,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 76534,7.5,6.33,5.43,3.66,3.16,2.74,2.21,2.13,2,1.89,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 76536,8.8,--,--,--,--,3.43,2.43,1.9,1.2,1.62,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 76556,8.2,9.14,7.72,--,--,2.62,--,1.48,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 76566 A,6.26,--,--,--,--,7.14,5.61,4.05,2.11,1.12,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 76566B,12.64,6.79,6.59,5.5,5.17,4.87,4.51,4.5,4.39,4.5,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 76644,3.14,7.07,6.86,5.76,5.42,5.05,4.75,4.67,4.57,4.69,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 76734,7.52,9.04,9.41,--,--,--,--,7.14,7.03,7.22,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 7674,10.2,9.65,8.09,--,--,1.57,--,0.34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 76764,9.1,9.4,7.41,--,--,2.99,--,1.91,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 76827,4.76,9.9,8.2,--,--,1.92,--,0.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 76830,6.38,7.1,6.88,6.06,5.84,5.7,5.39,5.34,5.28,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 76838,7.31,9.9,7.99,4.78,--,2.61,1.75,1.48,1.37,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 76932,5.86,6.18,6.09,--,--,5.57,5.49,5.47,5.42,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 76943,3.97,5.99,6.53,--,--,6.42,6.44,6.43,6.37,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 76968,7.21,8,7.96,--,--,--,--,4.59,4.49,4.36,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 77137,6.87,2.75,2.85,2.88,2.9,2.82,2.84,2.83,2.77,2.88,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 77320,6.08,17.88,14.26,--,--,4.84,3.96,3.54,3.17,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 77337,9.5,10.76,10.71,--,--,6.93,6.62,6.42,6.28,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 77581,6.87,10.95,9.32,5.69,3.99,3.06,2.2,1.94,1.67,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 7773,8.2,--,--,--,--,6.74,5.94,5.72,5.55,5.7,4.5,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 78000,8,8.55,8.86,7.23,6.71,--,--,6.37,6.24,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 78004,3.75,5.93,4.23,1.65,0.87,0.29,-0.4,-0.58,-0.76,-0.56,-0.79,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 78146,8.56,6.43,7.37,--,--,--,--,7.96,8.02,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 78196,6.17,9.86,10.5,--,--,--,8.99,8.81,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 78209,4.48,6.2,5.23,2.37,1.08,0.37,--,-0.79,-0.98,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 78316,5.24,9.75,7.76,--,--,2.92,--,1.85,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 78344,9,11.27,9.23,5.6,4.59,--,--,2.36,2.13,2.46,2.01,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 78522,7.9,10.41,8.87,6.03,5.24,--,--,3.52,3.36,3.75,3.18,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 78541,4.56,8.64,7.28,--,--,3.92,--,3.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 78585,7.4,9.6,10.49,--,--,--,9.9,9.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 78647,2.21,--,--,--,--,5.3,4.72,4.49,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 78712,5.95,--,--,--,--,4.86,3.81,2.94,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 78785,8.6,6.92,7.38,6.82,6.66,--,6.26,6.18,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 7902,6.96,--,--,--,--,--,--,7.3,6.3,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 79096,6.51,--,12.41,6.6,4.49,3.13,2.14,1.66,1,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 79186,5,1.07,0.98,0.62,0.49,0.35,0.24,0.24,0.19,0.2,-0.32,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 7927,4.98,--,--,--,--,5.73,4.77,4.45,4.17,4.8,3.4,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 79573,10.69,5.25,4.73,3.19,2.71,2.25,--,1.68,1.54,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 79621,5.92,5.05,5.27,--,--,5.47,5.49,5.47,5.48,4.97,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 79694,5.85,9.52,7.7,--,--,3.23,--,2.26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 79735,5.25,7.02,6.06,1.81,-0.01,-0.4,-1.93,-2.09,-2.66,-2.85,-3.39,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 7983,8.9,8.91,6.81,--,--,1.78,--,0.65,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 79917,4.94,4.15,4.84,4.98,5.12,5.22,5.28,5.19,4.9,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 79940,4.62,9.61,7.76,--,--,1.79,--,0.57,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 80007,1.69,--,--,--,--,4.34,3.38,2.91,2.33,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 80077,9,7.84,6.31,--,--,--,--,2.23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 80218,6.64,8.65,7.86,--,--,4.56,4.08,3.92,4,3.6,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 80255,9.71,6.41,6.28,--,--,--,--,3.57,3.49,3.38,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 80390,5.47,5.12,4.61,--,--,2.42,2.06,1.97,1.89,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 80404,2.26,5.32,6.24,--,--,6.08,6.08,6.08,6.05,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 80493,3.14,8.96,8.68,5.07,2.33,0.85,-0.17,-0.54,-0.91,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 80558,5.93,9.15,7.53,--,--,3.58,--,2.68,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 80718,10.34,4.61,5.55,5.54,5.64,5.83,5.86,5.88,5.91,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 80837,8.9,9.43,7.43,--,--,2.65,--,1.59,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 80874,4.72,--,--,--,--,7.59,6.71,6.29,5.99,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 81009,6.53,6.11,5.21,--,--,2.29,1.65,1.56,1.49,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 81055,8.5,5.34,5.5,--,--,5.6,5.59,5.6,5.58,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 81137,8.8,9.3,9.41,--,--,7.55,7.18,7.13,7.02,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 81146,4.46,8.55,7.66,--,--,2.12,1.32,0.83,0.29,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 81169,4.68,--,--,--,--,3.27,2.38,2.17,2.03,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 81192,6.56,5.06,4.58,3.05,2.56,2.2,1.71,1.66,1.62,1.7,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 81432,9.1,6.45,6.03,--,--,4.21,3.86,3.76,3.63,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 8166,8.1,5.84,4.96,3.19,2.66,2.17,1.69,1.62,1.53,1.65,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 81797,1.97,--,--,--,--,1.67,0.73,0.31,-0.61,-1.02,-2.46,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 81937,3.67,8.47,6.51,3.56,2.92,2.21,--,1.24,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 82084,7.9,13.48,11.38,7.97,7,6.21,--,5.15,5.26,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 82150,4.51,12.97,11.28,--,--,3.25,2.09,1.44,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 82198,5.37,--,--,--,--,3.68,2.69,2.18,1.6,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 82210,4.57,9.44,9.72,--,--,--,--,6.49,6.31,5.94,5.85,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 82221,7.92,3.55,4.22,--,--,4.69,4.79,4.81,4.79,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 82308,4.31,6.97,5.04,2.27,1.35,0.7,--,-0.25,-0.36,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 82328,3.18,7.97,6.66,--,--,-0.27,-1.25,-1.52,-1.74,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 82381,5.07,8.79,7.04,--,--,1.07,--,-0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 82434,3.6,4.33,5.02,--,--,5.46,5.54,5.4,5.4,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 82595,8.18,9.32,7.43,--,--,3.11,--,2.16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 82670,6.25,12.71,10.43,7.02,5.96,5.05,--,3.84,3.19,--,3.51,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 82885,5.41,6.17,6.61,--,--,--,--,8.73,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 82901,6.1,6.17,6.61,--,--,--,--,9.15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 83048,7.2,6.17,6.61,--,--,--,4.12,3.62,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
HD 83069,5.56,6.17,6.61,--,--,--,7.29,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,unknown
